s.index	Longitude	Latitude	Year	Month	Day	Emergencias	TRI_MEAN	TEM_MAX_MEAN	TEM_MIN_MEAN	PRESIPI_MEAN
7	-78.597237	-1.22712	2014	6	30	1	0.000752315	19	14	6
7	-78.597287	-1.22734	2014	6	30	1	0.006759259	19	14	6
7	-78.597287	-1.22734	2014	7	9	1	0.007847222	27	19	0
7	-78.607801	-1.231092	2014	7	3	1	0.003969907	25	7	0
7	-78.607801	-1.231092	2014	7	4	1	0.005219907	23	15	0
7	-78.607801	-1.231092	2014	8	11	1	0.001122685	25	9	0
7	-78.607801	-1.231092	2014	8	17	1	0.006759259	25	10	0
7	-78.607801	-1.231092	2014	8	27	1	0.003356481	24	9	0
7	-78.601611	-1.236388	2014	7	13	1	0.018425926	23	11	0
7	-78.600899	-1.226409	2014	7	14	1	0.004756944	25	18	0
7	-78.600899	-1.226409	2014	7	24	1	0.003611111	28	18	0
7	-78.600899	-1.226409	2014	7	28	1	0.006354167	27	7	0
7	-78.600899	-1.226409	2014	8	8	1	0.010173611	25	10	0
7	-78.601207	-1.236233	2014	7	22	1	0.001365741	27	20	0
7	-78.601207	-1.236233	2014	10	2	1	0.001099537	24	11	0
7	-78.601207	-1.236233	2014	10	30	1	0.005011574	21	6	3
7	-78.601207	-1.236233	2014	12	10	1	0.011006944	24	11	1
7	-78.601207	-1.236233	2014	12	12	1	0.0246875	23	13	0
7	-78.597849	-1.226205	2014	7	22	1	0.003414352	27	20	0
7	-78.597849	-1.226205	2014	7	31	1	0.00375	26	7	0
7	-78.597849	-1.226205	2014	8	17	1	0.002094907	25	10	0
7	-78.597849	-1.226205	2014	9	16	1	0.006608796	23	11	0
7	-78.597849	-1.226205	2014	9	26	1	0.013506944	26	7	1
7	-78.597849	-1.226205	2014	12	25	1	0.009027778	13	12	0
7	-78.600185	-1.234881	2014	8	5	1	0.001689815	20	8	0
7	-78.602133	-1.230212	2014	8	8	1	0.003148148	25	10	0
7	-78.601282	-1.231768	2014	8	10	1	0.001238426	20	6	0
7	-78.601099	-1.235164	2014	8	10	1	0.003321759	20	6	0
7	-78.607352	-1.243746	2014	8	12	1	0.006099537	24	9	1
7	-78.608182	-1.230206	2014	8	12	1	0.011018519	24	9	1
7	-78.608182	-1.230206	2014	10	30	1	0.002835648	21	6	3
7	-78.612128	-1.229628	2014	8	13	1	0.006759259	24	9	0
7	-78.612128	-1.229628	2014	8	15	1	0.004340278	24	8	0
7	-78.612128	-1.229628	2014	9	26	1	0.004710648	26	7	1
7	-78.612128	-1.229628	2014	10	4	1	0.005196759	25	8	0
7	-78.612128	-1.229628	2014	10	7	1	0.011377315	23	14	0
7	-78.612128	-1.228158	2014	12	28	1	0.01005787	13	12	7
7	-78.603098	-1.2372	2014	8	20	1	0.002002315	23	6	0
7	-78.605195	-1.235838	2014	9	5	1	0.00380787	26	17	0
7	-78.60521	-1.228526	2014	9	5	1	0.010868056	26	17	0
7	-78.60521	-1.228526	2014	9	13	1	0.014201389	21	6	0
7	-78.597857	-1.226384	2014	9	20	1	0.003541667	23	14	1
7	-78.597857	-1.226384	2014	12	9	1	0.006759259	23	15	0
7	-78.597857	-1.226384	2014	12	11	1	0.002465278	23	15	0
7	-78.608623	-1.231962	2014	10	2	1	0.003032407	24	11	0
7	-78.603859	-1.237372	2014	10	6	1	0.001805556	9	7	0
7	-78.598887	-1.227277	2014	10	8	1	0.004143519	16	9	0
7	-78.610017	-1.230137	2014	10	18	1	0.003622685	23	12	8
7	-78.59591	-1.230696	2014	10	18	1	0.003252315	23	12	8
7	-78.601175	-1.236175	2014	10	19	1	0.007118056	20	12	0
7	-78.601175	-1.236175	2014	11	6	1	0.007951389	20	8	6
7	-78.601175	-1.236175	2014	11	17	1	0.006759259	19	8	6
7	-78.597937	-1.226413	2014	10	26	1	0.003217593	21	11	0
7	-78.606567	-1.243004	2014	10	30	1	0.012175926	21	6	3
7	-78.601186	-1.233257	2014	11	5	1	0.001689815	20	8	4
7	-78.601155	-1.234091	2014	11	9	1	0.011377315	18	8	23
7	-78.605156	-1.236736	2014	11	11	1	0.006759259	16	10	29
7	-78.601218	-1.233054	2014	11	25	1	0.003680556	22	13	0
7	-78.597556	-1.226476	2014	11	27	1	0.003935185	22	11	0
7	-78.597993	-1.226447	2014	12	12	1	0.006759259	23	13	0
7	-78.601164	-1.233324	2014	12	21	1	0.006759259	19	6	9
7	-78.603947	-1.232509	2014	12	22	1	0.0125	20	8	0
7	-78.601124	-1.233285	2014	12	22	1	0.00275463	20	8	0
7	-78.606658	-1.229114	2014	12	26	1	0.006759259	25	15	0
7	-78.601493	-1.231779	2014	12	27	1	0.006759259	19	9	0
13	-78.618304	-1.257276	2014	6	2	1	0.01125	21	14	0
13	-78.618304	-1.257276	2014	8	15	1	0.001863426	24	8	0
13	-78.618304	-1.257276	2014	9	2	1	0.003958333	26	5	0
13	-78.618304	-1.257276	2014	10	18	1	0.007731481	23	12	8
13	-78.616739	-1.25322	2014	6	5	1	0.004131944	21	12	0
13	-78.619335	-1.249284	2014	6	16	1	0.004282407	10	7	0
13	-78.61889	-1.249959	2014	6	16	1	0.019444444	10	7	0
13	-78.61889	-1.249959	2014	10	27	1	0.004560185	19	9	8
13	-78.61889	-1.249959	2014	11	17	1	0.001284722	19	8	6
13	-78.61889	-1.249959	2014	12	17	1	0.006759259	20	16	1
13	-78.614441	-1.258326	2014	6	16	1	0.002303241	10	7	0
13	-78.614441	-1.258326	2014	6	27	1	0.015659722	24	15	0
13	-78.614441	-1.258326	2014	9	3	1	0.007337963	21	8	0
13	-78.614441	-1.258326	2014	11	22	1	0.006273148	20	11	0
13	-78.607341	-1.261627	2014	6	17	1	0.002905093	24	16	0
13	-78.607341	-1.261627	2014	8	21	1	0.001886574	26	14	0
13	-78.607341	-1.261627	2014	9	1	1	0.013587963	25	6	0
13	-78.607341	-1.261627	2014	9	13	1	0.001331019	21	6	0
13	-78.607341	-1.261627	2014	9	24	1	0.003344907	23	10	0
13	-78.617844	-1.251544	2014	6	18	1	0.001099537	23	10	0
13	-78.617844	-1.251544	2014	6	28	1	0.009756944	25	9	0
13	-78.617844	-1.251544	2014	7	31	1	0.009224537	26	7	0
13	-78.617844	-1.251544	2014	9	8	1	0.006631944	21	8	0
13	-78.617844	-1.251544	2014	9	20	1	0.003946759	23	14	1
13	-78.617844	-1.251544	2014	12	31	1	0.006759259	24	15	0
13	-78.614809	-1.256656	2014	6	20	1	0.004293981	10	7	0
13	-78.614809	-1.256656	2014	7	3	1	0.002418981	25	7	0
13	-78.61713	-1.252628	2014	6	28	1	0.009178241	25	9	0
13	-78.61713	-1.252628	2014	7	31	1	0.029884259	26	7	0
13	-78.61713	-1.252628	2014	11	9	1	0.010451389	18	8	23
13	-78.6088	-1.260881	2014	7	5	1	0.004270833	12	11	0
13	-78.6088	-1.260881	2014	10	29	2	0.001469907	21	12	0
13	-78.6088	-1.260881	2014	11	13	1	0.011805556	21	12	0
13	-78.609938	-1.261358	2014	12	19	1	0.008020833	23	10	4
13	-78.618008	-1.255763	2014	7	7	1	0.002048611	22	16	1
13	-78.61626	-1.253946	2014	7	9	1	0.0021875	27	19	0
13	-78.61626	-1.253946	2014	9	12	1	0.0053125	23	14	0
13	-78.61626	-1.253946	2014	10	14	1	0.004085648	13	12	0
13	-78.61626	-1.253946	2014	10	26	1	0.0009375	21	11	0
13	-78.615459	-1.255385	2014	7	9	1	0.001030093	27	19	0
13	-78.619325	-1.255645	2014	7	13	1	0.009548611	23	11	0
13	-78.618814	-1.256351	2014	7	20	1	0.002719907	23	5	0
13	-78.618814	-1.256351	2014	9	19	1	0.006759259	12	10	0
13	-78.618814	-1.256351	2014	11	17	1	0.008206019	19	8	6
13	-78.615443	-1.253594	2014	7	20	1	0.008842593	23	5	0
13	-78.621991	-1.254071	2014	7	21	1	0.004872685	25	10	0
13	-78.621991	-1.254071	2014	8	5	1	0.002106481	20	8	0
13	-78.621991	-1.254071	2014	11	20	1	0.011469907	22	12	0
13	-78.615516	-1.258478	2014	7	22	1	0.00994213	27	20	0
13	-78.621715	-1.252241	2014	7	23	1	0.011168981	26	6	0
13	-78.620621	-1.253788	2014	7	29	1	0.001840278	26	17	0
13	-78.619493	-1.256842	2014	8	8	1	0.007453704	25	10	0
13	-78.619493	-1.256842	2014	12	8	1	0.005173611	25	8	0
13	-78.61978	-1.254989	2014	8	8	1	0.005486111	25	10	0
13	-78.61978	-1.254989	2014	8	18	1	0.004837963	22	17	0
13	-78.616025	-1.254333	2014	8	21	1	0.002534722	26	14	0
13	-78.620924	-1.253358	2014	8	22	1	0.004733796	24	9	0
13	-78.610359	-1.261122	2014	9	6	1	0.00119213	24	4	0
13	-78.615649	-1.261219	2014	9	13	1	0.005844907	21	6	0
13	-78.619969	-1.256179	2014	9	15	1	0.013344907	20	14	6
13	-78.619024	-1.249755	2014	9	20	1	0.003391204	23	14	1
13	-78.621406	-1.254142	2014	9	29	1	0.013275463	25	8	0
13	-78.621406	-1.254142	2014	12	22	1	0.030972222	20	8	0
13	-78.61699	-1.256256	2014	9	29	1	0.004872685	25	8	0
13	-78.620426	-1.24772	2014	10	15	1	0.002719907	25	9	0
13	-78.620291	-1.247818	2014	10	18	1	0.001527778	23	12	8
13	-78.620221	-1.247954	2014	11	24	1	0.003171296	23	7	0
13	-78.618558	-1.256796	2014	12	1	1	0.005393519	24	8	0
13	-78.614725	-1.256833	2014	12	10	1	0.006759259	24	11	1
13	-78.620123	-1.255234	2014	12	11	1	0.007372685	23	15	0
13	-78.620123	-1.255234	2014	12	19	1	0.021041667	23	10	4
13	-78.62015	-1.254459	2014	12	17	1	0.032384259	20	16	1
13	-78.618619	-1.252439	2014	12	22	1	0.008518519	20	8	0
13	-78.614752	-1.256865	2014	12	24	1	0.003472222	26	15	0
13	-78.615901	-1.254485	2014	12	24	1	0.006759259	26	15	0
13	-78.620463	-1.255478	2014	12	24	1	0.006759259	26	15	0
13	-78.616107	-1.253952	2014	12	25	1	0.006759259	13	12	0
13	-78.617115	-1.255122	2014	12	30	1	0.006759259	21	10	2
6	-78.631056	-1.2336	2014	6	2	1	0.005601852	21	14	0
6	-78.631056	-1.2336	2014	6	6	1	0.003726852	19	11	0
6	-78.631056	-1.2336	2014	6	23	1	0.004155093	19	8	1
6	-78.631056	-1.2336	2014	7	22	1	0.0028125	27	20	0
6	-78.631056	-1.2336	2014	8	24	1	0.006979167	20	8	0
6	-78.631056	-1.2336	2014	9	12	1	0.001655093	23	14	0
6	-78.631056	-1.2336	2014	9	15	1	0.004641204	20	14	6
6	-78.631056	-1.2336	2014	9	22	1	0.004756944	19	12	3
6	-78.631056	-1.2336	2014	10	11	1	0.013113426	20	11	2
6	-78.631056	-1.2336	2014	10	12	1	0.004826389	28	21	4
6	-78.631056	-1.2336	2014	10	13	1	0.002152778	20	8	0
6	-78.631056	-1.2336	2014	10	30	1	0.023113426	21	6	3
6	-78.627952	-1.230426	2014	6	4	1	0.001689815	24	14	0
6	-78.628952	-1.229972	2014	6	4	1	0.007546296	24	14	0
6	-78.628952	-1.229972	2014	8	31	1	0.011944444	26	9	0
6	-78.628952	-1.229972	2014	9	14	1	0.006759259	22	11	1
6	-78.630444	-1.234148	2014	6	7	1	0.005497685	21	14	0
6	-78.630295	-1.234042	2014	6	13	1	0.006446759	23	10	0
6	-78.624842	-1.227256	2014	6	18	1	0.001828704	23	10	0
6	-78.633694	-1.237534	2014	6	19	1	0.003703704	25	21	0
6	-78.633694	-1.237534	2014	7	4	1	0.004965278	23	15	0
6	-78.633694	-1.237534	2014	7	15	1	0.006759259	20	10	0
6	-78.633694	-1.237534	2014	7	18	1	0.0034375	25	7	0
6	-78.633694	-1.237534	2014	7	26	1	0.004212963	17	5	0
6	-78.633694	-1.237534	2014	7	30	1	0.000914352	22	19	0
6	-78.633694	-1.237534	2014	8	10	1	0.002280093	20	6	0
6	-78.633694	-1.237534	2014	8	12	1	0.004618056	24	9	1
6	-78.633694	-1.237534	2014	8	17	1	0.0009375	25	10	0
6	-78.633694	-1.237534	2014	10	6	1	0.002905093	9	7	0
6	-78.633694	-1.237534	2014	10	11	1	0.007951389	20	11	2
6	-78.633694	-1.237534	2014	10	22	1	0.005416667	23	13	3
6	-78.633694	-1.237534	2014	10	31	1	0.003368056	20	9	5
6	-78.633694	-1.237534	2014	11	23	1	0.033275463	20	9	0
6	-78.633694	-1.237534	2014	12	5	1	0.00693287	20	10	0
6	-78.633818	-1.239355	2014	6	23	1	0.001354167	19	8	1
6	-78.633818	-1.239355	2014	7	12	1	0.016122685	26	18	0
6	-78.633818	-1.239355	2014	9	27	1	0.008078704	26	7	1
6	-78.633818	-1.239355	2014	10	20	1	0.005555556	20	16	0
6	-78.633818	-1.239355	2014	11	13	1	0.006759259	21	12	0
6	-78.633818	-1.239355	2014	11	15	1	0.005844907	9	8	0
6	-78.625744	-1.228556	2014	6	25	1	0.014143519	22	11	2
6	-78.633385	-1.238586	2014	6	26	1	0.001875	21	12	0
6	-78.631295	-1.234469	2014	6	27	1	0.002534722	24	15	0
6	-78.626238	-1.228654	2014	6	29	1	0.001134259	26	16	0
6	-78.626238	-1.228654	2014	7	19	1	0.009143519	26	18	0
6	-78.626238	-1.228654	2014	9	11	1	0.001643519	22	11	0
6	-78.629862	-1.233638	2014	7	7	1	0.002430556	22	16	1
6	-78.629088	-1.230943	2014	7	9	1	0.002465278	27	19	0
6	-78.632432	-1.236586	2014	7	27	1	0.006759259	25	19	0
6	-78.633473	-1.237044	2014	7	28	1	0.002256944	27	7	0
6	-78.6338	-1.238362	2014	8	6	1	0.007175926	24	11	1
6	-78.6338	-1.238362	2014	10	1	1	0.003333333	24	9	0
6	-78.6338	-1.238362	2014	12	24	1	0.002083333	26	15	0
6	-78.627015	-1.228779	2014	8	10	1	0.001180556	20	6	0
6	-78.631297	-1.234476	2014	8	16	1	0.006759259	26	9	0
6	-78.631297	-1.234476	2014	11	18	1	0.031203704	22	6	1
6	-78.631297	-1.234476	2014	11	23	1	0.003622685	20	9	0
6	-78.632203	-1.233363	2014	9	28	1	0.008159722	21	8	0
6	-78.634877	-1.234858	2014	10	6	1	0.001979167	9	7	0
6	-78.636138	-1.235527	2014	11	9	1	0.016712963	18	8	23
6	-78.631798	-1.240224	2014	11	20	1	0.005381944	22	12	0
6	-78.630475	-1.232162	2014	12	3	1	0.002997685	26	6	0
6	-78.631674	-1.234925	2014	12	18	1	0.005277778	12	11	0
5	-78.644937	-1.252542	2014	6	2	1	0.00369213	21	14	0
5	-78.635421	-1.243571	2014	6	7	1	0.017303241	21	14	0
5	-78.639087	-1.244635	2014	6	8	1	0.005601852	18	12	3
5	-78.635238	-1.237415	2014	6	11	1	0.006759259	21	10	0
5	-78.640889	-1.246851	2014	6	13	1	0.003113426	23	10	0
5	-78.640889	-1.246851	2014	12	5	1	0.004270833	20	10	0
5	-78.640889	-1.246851	2014	12	20	1	0.006759259	23	15	0
5	-78.636776	-1.242182	2014	6	18	1	0.001331019	23	10	0
5	-78.636016	-1.241376	2014	6	19	1	0.001747685	25	21	0
5	-78.636016	-1.241376	2014	6	25	1	0.002881944	22	11	2
5	-78.636016	-1.241376	2014	6	30	1	0.000821759	19	14	6
5	-78.636016	-1.241376	2014	10	12	1	0.004826389	28	21	4
5	-78.645894	-1.254765	2014	6	21	1	0.003252315	24	8	0
5	-78.645894	-1.254765	2014	8	22	2	0.002523148	24	9	0
5	-78.645894	-1.254765	2014	8	27	1	0.010486111	24	9	0
5	-78.640026	-1.245818	2014	6	21	1	0.006412037	24	8	0
5	-78.640026	-1.245818	2014	8	25	1	0.0015625	17	10	0
5	-78.634485	-1.240692	2014	11	16	1	0.004259259	22	13	4
5	-78.64636	-1.254319	2014	6	24	1	0.002777778	22	16	3
5	-78.64636	-1.254319	2014	9	19	1	0.003287037	12	10	0
5	-78.634334	-1.238959	2014	6	24	1	0.006759259	22	16	3
5	-78.634334	-1.238959	2014	7	9	1	0.005208333	27	19	0
5	-78.634334	-1.238959	2014	7	12	1	0.000833333	26	18	0
5	-78.634334	-1.238959	2014	7	25	1	0.005335648	24	9	0
5	-78.634334	-1.238959	2014	8	1	1	0.003854167	26	20	0
5	-78.634334	-1.238959	2014	8	13	1	0.004976852	24	9	0
5	-78.634334	-1.238959	2014	8	16	1	0.005532407	26	9	0
5	-78.634334	-1.238959	2014	9	6	1	0.000740741	24	4	0
5	-78.634334	-1.238959	2014	9	27	1	0.012546296	26	7	1
5	-78.634334	-1.238959	2014	10	24	1	0.003576389	21	14	0
5	-78.634334	-1.238959	2014	11	2	1	0.001215278	20	9	6
5	-78.634334	-1.238959	2014	11	25	1	0.001886574	22	13	0
5	-78.634334	-1.238959	2014	12	11	1	0.006759259	23	15	0
5	-78.644644	-1.252251	2014	6	27	1	0.013761574	24	15	0
5	-78.642241	-1.248226	2014	7	7	1	0.003831019	22	16	1
5	-78.642241	-1.248226	2014	8	23	1	0.034131944	24	14	0
5	-78.642241	-1.248226	2014	9	4	1	0.007326389	23	6	0
5	-78.642241	-1.248226	2014	11	9	1	0.002847222	18	8	23
5	-78.641275	-1.244816	2014	7	10	1	0.004652778	18	5	0
5	-78.639749	-1.244527	2014	7	12	1	0.027106481	26	18	0
5	-78.639749	-1.244527	2014	9	2	1	0.004131944	26	5	0
5	-78.644742	-1.25228	2014	7	12	1	0.003043981	26	18	0
5	-78.644684	-1.252226	2014	7	14	1	0.001793981	25	18	0
5	-78.645808	-1.250294	2014	7	14	1	0.002777778	25	18	0
5	-78.645808	-1.250294	2014	12	4	1	0.003912037	20	15	3
5	-78.642901	-1.242206	2014	7	20	1	0.004722222	23	5	0
5	-78.638388	-1.24375	2014	7	27	1	0.003159722	25	19	0
5	-78.642936	-1.248901	2014	7	29	1	0.022025463	26	17	0
5	-78.637182	-1.240979	2014	7	29	1	0.006759259	26	17	0
5	-78.635425	-1.240516	2014	7	29	1	0.00900463	26	17	0
5	-78.635425	-1.240516	2014	8	27	1	0.004618056	24	9	0
5	-78.635425	-1.240516	2014	10	17	1	0.004293981	25	14	13
5	-78.635331	-1.240744	2014	7	29	1	0.008263889	26	17	0
5	-78.644558	-1.249888	2014	8	12	1	0.007256944	24	9	1
5	-78.639569	-1.24596	2014	8	14	1	0.001909722	19	8	0
5	-78.639569	-1.24596	2014	10	31	1	0.006168981	20	9	5
5	-78.639569	-1.24596	2014	12	4	1	0.006180556	20	15	3
5	-78.63792	-1.245367	2014	8	20	1	0.006759259	23	6	0
5	-78.63792	-1.245367	2014	10	10	1	0.002384259	22	13	18
5	-78.646818	-1.250868	2014	8	23	1	0.002037037	24	14	0
5	-78.63475	-1.23853	2014	8	31	1	0.005798611	26	9	0
5	-78.643381	-1.251655	2014	9	9	1	0.0053125	26	23	1
5	-78.643381	-1.251655	2014	11	10	1	0.006759259	18	10	17
5	-78.642129	-1.244103	2014	9	11	1	0.006759259	22	11	0
5	-78.646335	-1.252577	2014	9	15	1	0.008333333	20	14	6
5	-78.640316	-1.24272	2014	9	19	1	0.009097222	12	10	0
5	-78.644089	-1.249672	2014	10	17	1	0.009305556	25	14	13
5	-78.644089	-1.249672	2014	10	21	1	0.003981481	25	11	10
5	-78.642673	-1.246449	2014	10	18	1	0.002118056	23	12	8
5	-78.643693	-1.24759	2014	10	19	1	0.001041667	20	12	0
5	-78.639612	-1.24419	2014	11	1	1	0.006759259	20	7	7
5	-78.645275	-1.24983	2014	11	3	1	0.00494213	20	10	7
5	-78.638015	-1.24332	2014	11	12	1	0.006759259	17	8	0
5	-78.638015	-1.24332	2014	12	4	1	0.006759259	20	15	3
5	-78.640726	-1.246669	2014	11	12	1	0.003090278	17	8	0
5	-78.646975	-1.253358	2014	11	23	1	0.006759259	20	9	0
5	-78.634936	-1.241605	2014	11	24	1	0.006018519	23	7	0
5	-78.646233	-1.249573	2014	12	12	1	0.0109375	23	13	0
5	-78.638384	-1.243712	2014	12	12	1	0.025393519	23	13	0
5	-78.634979	-1.242087	2014	12	18	1	0.006736111	12	11	0
5	-78.63912	-1.244664	2014	12	18	1	0.00337963	12	11	0
5	-78.641256	-1.243197	2014	12	20	1	0.006678241	23	15	0
21	-78.619766	-1.261179	2014	6	2	1	0.014270833	21	14	0
21	-78.621865	-1.256482	2014	6	3	1	0.004803241	24	10	0
21	-78.620848	-1.257813	2014	6	5	1	0.003981481	21	12	0
21	-78.620848	-1.257813	2014	9	10	1	0.013483796	25	14	0
21	-78.620848	-1.257813	2014	9	19	1	0.004247685	12	10	0
21	-78.620848	-1.257813	2014	11	7	1	0.001909722	21	10	2
21	-78.620848	-1.257813	2014	12	17	1	0.006759259	20	16	1
21	-78.620848	-1.257813	2014	12	22	1	0.00744213	20	8	0
21	-78.62269	-1.259126	2014	6	5	1	0.001921296	21	12	0
21	-78.62269	-1.259126	2014	11	5	1	0.007881944	20	8	4
21	-78.618572	-1.26268	2014	6	10	1	0.001666667	18	9	0
21	-78.622481	-1.261055	2014	6	11	1	0.018703704	21	10	0
21	-78.622481	-1.261055	2014	10	15	1	0.0053125	25	9	0
21	-78.624243	-1.261008	2014	6	20	1	0.00650463	10	7	0
21	-78.624481	-1.261392	2014	6	25	1	0.006759259	22	11	2
21	-78.624481	-1.261392	2014	9	1	1	0.002916667	25	6	0
21	-78.618546	-1.25953	2014	6	26	1	0.006828704	21	12	0
21	-78.618546	-1.25953	2014	8	13	1	0.005	24	9	0
21	-78.622909	-1.262127	2014	6	26	1	0.00806713	21	12	0
21	-78.624377	-1.260189	2014	6	29	1	0.002361111	26	16	0
21	-78.624377	-1.260189	2014	8	23	1	0.003171296	24	14	0
21	-78.624377	-1.260189	2014	8	29	1	0.00119213	20	8	0
21	-78.624377	-1.260189	2014	12	8	1	0.006759259	25	8	0
21	-78.622302	-1.25591	2014	6	30	1	0.003784722	19	14	6
21	-78.622302	-1.259783	2014	12	10	1	0.030243056	24	11	1
21	-78.622649	-1.264672	2014	7	4	1	0.00287037	23	15	0
21	-78.624124	-1.258473	2014	7	5	1	0.004965278	12	11	0
21	-78.624124	-1.258473	2014	9	11	2	0.001290509	22	11	0
21	-78.624124	-1.258473	2014	10	5	1	0.01193287	25	7	0
21	-78.624124	-1.258473	2014	12	8	1	0.002430556	25	8	0
21	-78.624124	-1.258473	2014	12	27	1	0.002083333	19	9	0
21	-78.624124	-1.258473	2014	12	29	1	0.003761574	23	15	0
21	-78.624465	-1.260768	2014	7	11	1	0.003032407	26	20	0
21	-78.616939	-1.261854	2014	7	26	1	0.020925926	17	5	0
21	-78.616939	-1.261854	2014	8	1	1	0.001041667	26	20	0
21	-78.616939	-1.261854	2014	12	18	1	0.012164352	12	11	0
21	-78.621886	-1.258948	2014	7	26	1	0.004490741	17	5	0
21	-78.621886	-1.258948	2014	10	12	1	0.001319444	28	21	4
21	-78.621128	-1.255954	2014	7	26	1	0.004305556	17	5	0
21	-78.619201	-1.258641	2014	8	7	1	0.008831019	25	7	0
21	-78.623382	-1.259619	2014	8	12	1	0.002569444	24	9	1
21	-78.623382	-1.259619	2014	10	22	1	0.002962963	23	13	3
21	-78.622557	-1.255576	2014	8	14	1	0.006180556	19	8	0
21	-78.622557	-1.255576	2014	11	30	1	0.016493056	25	12	0
21	-78.62452	-1.261227	2014	8	30	1	0.00318287	21	8	1
21	-78.62452	-1.261227	2014	8	31	1	0.007303241	26	9	0
21	-78.620147	-1.257311	2014	8	31	1	0.006550926	26	9	0
21	-78.620147	-1.257311	2014	12	6	1	0.006759259	25	11	1
21	-78.620147	-1.257311	2014	12	7	1	0.000868056	20	10	0
21	-78.621195	-1.25915	2014	10	13	1	0.004340278	20	8	0
21	-78.620412	-1.262251	2014	11	7	1	0.004837963	21	10	2
21	-78.621385	-1.262831	2014	11	24	2	0.006759259	23	7	0
21	-78.621779	-1.260594	2014	11	28	1	0.006759259	24	8	0
21	-78.624484	-1.261355	2014	12	3	1	0.006759259	26	6	0
21	-78.622836	-1.255211	2014	12	8	1	0.001273148	25	8	0
21	-78.624104	-1.258367	2014	12	17	1	0.002430556	20	16	1
21	-78.624376	-1.260181	2014	12	30	1	0.011631944	21	10	2
14	-78.631388	-1.251064	2014	6	2	1	0.002395833	21	14	0
14	-78.631388	-1.251064	2014	6	5	1	0.015694444	21	12	0
14	-78.631388	-1.251064	2014	6	17	1	0.013483796	24	16	0
14	-78.631388	-1.251064	2014	7	7	1	0.029143519	22	16	1
14	-78.631388	-1.251064	2014	7	10	1	0.001967593	18	5	0
14	-78.631388	-1.251064	2014	8	4	1	0.004039352	23	9	0
14	-78.631388	-1.251064	2014	8	20	1	0.005520833	23	6	0
14	-78.631388	-1.251064	2014	8	24	1	0.003518519	20	8	0
14	-78.631388	-1.251064	2014	8	26	1	0.010474537	22	10	0
14	-78.631388	-1.251064	2014	8	29	1	0.003831019	20	8	0
14	-78.631388	-1.251064	2014	9	20	1	0.004849537	23	14	1
14	-78.631388	-1.251064	2014	10	30	1	0.007025463	21	6	3
14	-78.631388	-1.251064	2014	11	1	1	0.003055556	20	7	7
14	-78.631388	-1.251064	2014	11	2	1	0.021840278	20	9	6
14	-78.631388	-1.251064	2014	12	20	1	0.030046296	23	15	0
14	-78.622125	-1.246084	2014	6	3	1	0.0046875	24	10	0
14	-78.624448	-1.244911	2014	6	10	1	0.003275463	18	9	0
14	-78.624448	-1.244911	2014	6	19	1	0.001319444	25	21	0
14	-78.624448	-1.244911	2014	8	14	1	0.00125	19	8	0
14	-78.624448	-1.244911	2014	10	7	1	0.005462963	23	14	0
14	-78.624448	-1.244911	2014	10	31	1	0.006759259	20	9	5
14	-78.632579	-1.255	2014	6	11	1	0.003310185	21	10	0
14	-78.632579	-1.255	2014	11	17	1	0.014039352	19	8	6
14	-78.620532	-1.24827	2014	6	13	1	0.001770833	23	10	0
14	-78.632675	-1.254368	2014	6	13	1	0.00369213	23	10	0
14	-78.622249	-1.250985	2014	6	14	1	0.004490741	25	9	0
14	-78.626335	-1.246422	2014	6	18	1	0.002465278	23	10	0
14	-78.626335	-1.246422	2014	12	17	1	0.001203704	20	16	1
14	-78.623061	-1.244876	2014	6	23	1	0.006875	19	8	1
14	-78.623061	-1.244876	2014	7	12	1	0.003159722	26	18	0
14	-78.623061	-1.244876	2014	8	11	1	0.008703704	25	9	0
14	-78.623061	-1.244876	2014	9	15	1	0.015069444	20	14	6
14	-78.623061	-1.244876	2014	10	1	1	0.00587963	24	9	0
14	-78.623061	-1.244876	2014	10	8	1	0.003368056	16	9	0
14	-78.623061	-1.244876	2014	11	8	1	0.001597222	22	10	14
14	-78.623061	-1.244876	2014	11	24	1	0.00306713	23	7	0
14	-78.623061	-1.244876	2014	12	9	1	0.006018519	23	15	0
14	-78.62908	-1.248547	2014	6	26	1	0.0028125	21	12	0
14	-78.623364	-1.248071	2014	6	27	1	0.00912037	24	15	0
14	-78.623364	-1.248071	2014	8	18	1	0.002696759	22	17	0
14	-78.623364	-1.248071	2014	10	31	1	0.002905093	20	9	5
14	-78.623364	-1.248071	2014	11	7	1	0.00744213	21	10	2
14	-78.625313	-1.244589	2014	6	27	1	0.005891204	24	15	0
14	-78.625067	-1.25151	2014	6	29	1	0.003391204	26	16	0
14	-78.625067	-1.25151	2014	9	7	1	0.009409722	25	17	0
14	-78.625067	-1.25151	2014	10	27	1	0.002037037	19	9	8
14	-78.625067	-1.25151	2014	10	29	1	0.008935185	21	12	0
14	-78.625067	-1.25151	2014	11	22	1	0.006319444	20	11	0
14	-78.625067	-1.25151	2014	12	20	1	0.010972222	23	15	0
14	-78.625067	-1.25151	2014	12	31	1	0.006759259	24	15	0
14	-78.631128	-1.249125	2014	7	3	1	0.011412037	25	7	0
14	-78.630181	-1.252459	2014	7	4	1	0.006759259	23	15	0
14	-78.630181	-1.252459	2014	9	5	1	0.00306713	26	17	0
