s.index	Longitude	Latitude	Year	Month	Day	Emergencias	TRI_MEAN	TEM_MAX_MEAN	TEM_MIN_MEAN	PRESIPI_MEAN
20	-78.610396	-1.268517	2014	11	8	1	0.008356481	22	10	14
20	-78.613054	-1.266993	2014	6	8	1	0.010601852	18	12	3
20	-78.61742	-1.272792	2014	6	8	1	0.005451389	18	12	3
20	-78.617943	-1.273575	2014	6	11	1	0.003576389	21	10	0
20	-78.617943	-1.273575	2014	7	6	1	0.004606481	22	9	0
20	-78.617943	-1.273575	2014	9	12	1	0.002175926	23	14	0
20	-78.617943	-1.273575	2014	10	10	1	0.005381944	22	13	18
20	-78.617943	-1.273575	2014	11	21	1	0.007326389	21	17	0
20	-78.617943	-1.273575	2014	12	1	1	0.003090278	24	8	0
20	-78.611888	-1.270995	2014	6	18	1	0.012314815	23	10	0
20	-78.609446	-1.267473	2014	6	20	1	0.006759259	10	7	0
20	-78.612171	-1.267924	2014	6	20	1	0.00537037	10	7	0
20	-78.617008	-1.272355	2014	6	22	1	0.00525463	27	16	0
20	-78.617008	-1.272355	2014	11	21	1	0.006759259	21	17	0
20	-78.611399	-1.267783	2014	6	23	1	0.004027778	19	8	1
20	-78.611603	-1.270829	2014	6	29	1	0.005277778	26	16	0
20	-78.613807	-1.264161	2014	9	13	1	0.00212963	21	6	0
20	-78.615465	-1.27187	2014	7	6	1	0.006342593	22	9	0
20	-78.609611	-1.269082	2014	7	7	1	0.004421296	22	16	1
20	-78.611638	-1.270603	2014	7	7	1	0.002141204	22	16	1
20	-78.612692	-1.263719	2014	7	8	1	0.006342593	22	9	0
20	-78.610285	-1.268089	2014	7	10	1	0.006759259	18	5	0
20	-78.620768	-1.270928	2014	7	15	1	0.010300926	20	10	0
20	-78.620768	-1.270928	2014	8	2	1	0.005729167	24	8	0
20	-78.620768	-1.270928	2014	9	8	1	0.0028125	21	8	0
20	-78.620768	-1.270928	2014	10	21	1	0.002928241	25	11	10
20	-78.620768	-1.270928	2014	12	21	1	0.000868056	19	6	9
20	-78.612091	-1.265713	2014	7	16	1	0.001261574	22	9	0
20	-78.614755	-1.271633	2014	7	20	1	0.001539352	23	5	0
20	-78.609121	-1.268123	2014	7	24	1	0.005	28	18	0
20	-78.609121	-1.268123	2014	8	9	1	0.010625	20	8	0
20	-78.609121	-1.268123	2014	12	13	1	0.023275463	23	13	0
20	-78.611757	-1.269104	2014	7	24	1	0.017696759	28	18	0
20	-78.613234	-1.268394	2014	7	26	1	0.001388889	17	5	0
20	-78.609118	-1.268498	2014	7	27	1	0.014398148	25	19	0
20	-78.611704	-1.26916	2014	7	28	1	0.011180556	27	7	0
20	-78.622217	-1.269579	2014	8	7	1	0.009733796	25	7	0
20	-78.611434	-1.267797	2014	8	8	1	0.00375	25	10	0
20	-78.612775	-1.268127	2014	8	9	1	0.003425926	20	8	0
20	-78.612775	-1.268127	2014	11	21	1	0.001655093	21	17	0
20	-78.611203	-1.26833	2014	8	10	1	0.00412037	20	6	0
20	-78.611203	-1.26833	2014	11	1	1	0.004236111	20	7	7
20	-78.611203	-1.26833	2014	12	14	1	0.0021875	24	8	0
20	-78.612787	-1.265808	2014	8	18	1	0.005949074	22	17	0
20	-78.612787	-1.265808	2014	10	8	1	0.001921296	16	9	0
20	-78.610224	-1.267262	2014	8	18	1	0.001458333	22	17	0
20	-78.61193	-1.266521	2014	8	23	1	0.006481481	24	14	0
20	-78.614786	-1.269025	2014	8	24	1	0.029814815	20	8	0
20	-78.614786	-1.269025	2014	9	10	1	0.00150463	25	14	0
20	-78.614786	-1.269025	2014	10	11	1	0.002800926	20	11	2
20	-78.614786	-1.269025	2014	11	9	1	0.0040625	18	8	23
20	-78.614786	-1.269025	2014	12	14	1	0.002037037	24	8	0
20	-78.611707	-1.267836	2014	8	31	1	0.01037037	26	9	0
20	-78.611866	-1.270984	2014	8	31	1	0.003240741	26	9	0
20	-78.608409	-1.267679	2014	9	7	1	0.005972222	25	17	0
20	-78.608409	-1.267679	2014	11	5	1	0.006493056	20	8	4
20	-78.611813	-1.267067	2014	9	13	1	0.001886574	21	6	0
20	-78.611505	-1.267783	2014	9	13	1	0.011967593	21	6	0
20	-78.611505	-1.267783	2014	10	24	1	0.007708333	21	14	0
20	-78.618103	-1.270347	2014	9	13	1	0.00931713	21	6	0
20	-78.609818	-1.26791	2014	9	19	1	0.011550926	12	10	0
20	-78.611379	-1.26776	2014	9	21	1	0.024895833	22	11	0
20	-78.617002	-1.272395	2014	9	25	1	0.002349537	26	14	0
20	-78.618	-1.270325	2014	9	28	1	0.014525463	21	8	0
20	-78.618	-1.270325	2014	11	2	1	0.008518519	20	9	6
20	-78.612652	-1.263007	2014	9	29	1	0.003877315	25	8	0
20	-78.611665	-1.269608	2014	9	29	1	0.005590278	25	8	0
20	-78.612124	-1.267959	2014	10	2	1	0.004340278	24	11	0
20	-78.611587	-1.270664	2014	10	3	1	0.003032407	19	5	0
20	-78.617863	-1.266947	2014	10	6	1	0.005902778	9	7	0
20	-78.618281	-1.273946	2014	10	6	1	0.007395833	9	7	0
20	-78.611731	-1.27078	2014	10	10	1	0.013530093	22	13	18
20	-78.611668	-1.269493	2014	10	11	1	0.002638889	20	11	2
20	-78.611764	-1.267564	2014	10	29	1	0.004212963	21	12	0
20	-78.612643	-1.267207	2014	10	31	1	0.010636574	20	9	5
20	-78.611631	-1.27024	2014	11	14	1	0.005833333	22	15	0
20	-78.614082	-1.259295	2014	11	16	1	0.006759259	22	13	4
20	-78.618093	-1.273837	2014	11	22	1	0.007303241	20	11	0
20	-78.609602	-1.269068	2014	11	22	1	0.021331019	20	11	0
20	-78.611641	-1.269692	2014	11	29	1	0.006782407	25	10	0
20	-78.611576	-1.267712	2014	11	30	1	0.010844907	25	12	0
20	-78.611827	-1.267874	2014	12	2	1	0.001435185	21	9	0
20	-78.613743	-1.260259	2014	12	3	1	0.005046296	26	6	0
20	-78.611663	-1.268476	2014	12	10	1	0.006759259	24	11	1
20	-78.611872	-1.268002	2014	12	11	1	0.000949074	23	15	0
20	-78.62214	-1.269735	2014	12	16	1	0.00099537	24	6	0
20	-78.61203	-1.266253	2014	12	26	1	0.008333333	25	15	0
4	-78.622183	-1.237987	2014	6	1	1	0.001168981	19	9	1
4	-78.62196	-1.237022	2014	6	2	1	0.005196759	21	14	0
4	-78.62196	-1.237022	2014	6	26	2	0.004519676	21	12	0
4	-78.62196	-1.237022	2014	10	2	1	0.005277778	24	11	0
4	-78.62196	-1.237022	2014	12	26	1	0.011111111	25	15	0
4	-78.624013	-1.238096	2014	6	2	1	0.002060185	21	14	0
4	-78.620445	-1.235655	2014	6	3	1	0.014490741	24	10	0
4	-78.620445	-1.235655	2014	10	28	1	0.000752315	19	10	0
4	-78.626866	-1.236996	2014	6	3	1	0.004027778	24	10	0
4	-78.626866	-1.236996	2014	7	21	1	0.002141204	25	10	0
4	-78.621182	-1.233639	2014	6	9	1	0.007233796	24	14	0
4	-78.621182	-1.233639	2014	9	29	1	0.002337963	25	8	0
4	-78.621182	-1.233639	2014	10	24	1	0.000902778	21	14	0
4	-78.62377	-1.239367	2014	6	10	1	0.005891204	18	9	0
4	-78.62377	-1.239367	2014	7	12	1	0.004560185	26	18	0
4	-78.62377	-1.239367	2014	9	22	1	0.019513889	19	12	3
4	-78.62377	-1.239367	2014	10	2	1	0.005972222	24	11	0
4	-78.622541	-1.237516	2014	6	13	1	0.001412037	23	10	0
4	-78.62152	-1.236626	2014	6	14	1	0.006759259	25	9	0
4	-78.62152	-1.236626	2014	6	21	1	0.000752315	24	8	0
4	-78.62152	-1.236626	2014	8	8	1	0.001435185	25	10	0
4	-78.62152	-1.236626	2014	9	12	1	0.00130787	23	14	0
4	-78.62152	-1.236626	2014	9	25	1	0.002962963	26	14	0
4	-78.62152	-1.236626	2014	11	11	1	0.006354167	16	10	29
4	-78.62152	-1.236626	2014	12	16	1	0.001655093	24	6	0
4	-78.62152	-1.236626	2014	12	27	1	0.005555556	19	9	0
4	-78.623648	-1.233022	2014	6	14	1	0.006759259	25	9	0
4	-78.618868	-1.236036	2014	6	15	1	0.010092593	25	21	0
4	-78.618868	-1.236036	2014	6	25	1	0.000949074	22	11	2
4	-78.618868	-1.236036	2014	6	27	1	0.022534722	24	15	0
4	-78.618868	-1.236036	2014	8	1	1	0.009351852	26	20	0
4	-78.618868	-1.236036	2014	8	24	1	0.001736111	20	8	0
4	-78.618868	-1.236036	2014	8	29	1	0.006759259	20	8	0
4	-78.618868	-1.236036	2014	9	21	1	0.014953704	22	11	0
4	-78.618868	-1.236036	2014	10	15	2	0.004403935	25	9	0
4	-78.618868	-1.236036	2014	10	16	1	0.001099537	24	9	0
4	-78.618868	-1.236036	2014	10	29	1	0.005115741	21	12	0
4	-78.618868	-1.236036	2014	11	26	1	0.000972222	20	17	0
4	-78.620053	-1.236735	2014	6	16	1	0.001296296	10	7	0
4	-78.620053	-1.236735	2014	8	1	1	0.003009259	26	20	0
4	-78.620053	-1.236735	2014	8	4	1	0.007997685	23	9	0
4	-78.620053	-1.236735	2014	9	22	1	0.002453704	19	12	3
4	-78.621563	-1.232877	2014	6	18	1	0.001921296	23	10	0
4	-78.621563	-1.232877	2014	6	19	1	0.00306713	25	21	0
4	-78.621563	-1.232877	2014	8	29	1	0.020393519	20	8	0
4	-78.621563	-1.232877	2014	9	13	1	0.003981481	21	6	0
4	-78.621563	-1.232877	2014	10	20	1	0.004502315	20	16	0
4	-78.625586	-1.238839	2014	6	18	1	0.003136574	23	10	0
4	-78.625586	-1.238839	2014	6	25	1	0.007060185	22	11	2
4	-78.625586	-1.238839	2014	7	1	1	0.003171296	19	12	3
4	-78.625586	-1.238839	2014	8	11	1	0.006759259	25	9	0
4	-78.625586	-1.238839	2014	9	27	1	0.006296296	26	7	1
4	-78.627064	-1.235751	2014	6	20	1	0.003344907	10	7	0
4	-78.623434	-1.233366	2014	6	21	1	0.006030093	24	8	0
4	-78.623434	-1.233366	2014	6	27	1	0.000902778	24	15	0
4	-78.623434	-1.233366	2014	7	27	1	0.006759259	25	19	0
4	-78.623434	-1.233366	2014	9	8	1	0.007511574	21	8	0
4	-78.623434	-1.233366	2014	10	26	1	0.008587963	21	11	0
4	-78.623434	-1.233366	2014	11	15	1	0.006759259	9	8	0
4	-78.623434	-1.233366	2014	11	25	1	0.006759259	22	13	0
4	-78.623434	-1.233366	2014	12	9	1	0.006053241	23	15	0
4	-78.622532	-1.237539	2014	6	22	1	0.001689815	27	16	0
4	-78.622532	-1.237539	2014	7	12	1	0.007534722	26	18	0
4	-78.622532	-1.237539	2014	7	18	1	0.004270833	25	7	0
4	-78.622532	-1.237539	2014	11	23	1	0.003356481	20	9	0
4	-78.623615	-1.237684	2014	6	24	1	0.002465278	22	16	3
4	-78.623615	-1.237684	2014	11	9	1	0.001747685	18	8	23
4	-78.618882	-1.235851	2014	6	26	1	0.001921296	21	12	0
4	-78.626046	-1.234415	2014	6	27	1	0.0021875	24	15	0
4	-78.626046	-1.234415	2014	10	27	1	0.001435185	19	9	8
4	-78.627208	-1.236499	2014	6	28	1	0.001539352	25	9	0
4	-78.627208	-1.236499	2014	11	23	1	0.001030093	20	9	0
4	-78.627391	-1.235316	2014	6	30	1	0.006759259	19	14	6
4	-78.627391	-1.235316	2014	7	26	1	0.003020833	17	5	0
4	-78.627391	-1.235316	2014	8	22	1	0.002152778	24	9	0
4	-78.627391	-1.235316	2014	9	20	1	0.006759259	23	14	1
4	-78.622958	-1.235122	2014	7	10	1	0.000914352	18	5	0
4	-78.624711	-1.237179	2014	7	11	1	0.012210648	26	20	0
4	-78.624711	-1.237179	2014	9	20	1	0.005486111	23	14	1
4	-78.622321	-1.236462	2014	7	11	1	0.011099537	26	20	0
4	-78.622177	-1.238001	2014	7	17	1	0.007175926	26	11	0
4	-78.622177	-1.238001	2014	12	22	1	0.001550926	20	8	0
4	-78.626444	-1.236615	2014	7	18	1	0.005972222	25	7	0
4	-78.626247	-1.237886	2014	7	21	1	0.006493056	25	10	0
4	-78.626247	-1.237886	2014	12	24	1	0.008333333	26	15	0
4	-78.620316	-1.236011	2014	7	23	1	0.005833333	26	6	0
4	-78.620316	-1.236011	2014	12	28	1	0.006168981	13	12	7
4	-78.62363	-1.236085	2014	7	26	1	0.003171296	17	5	0
4	-78.62363	-1.236085	2014	12	5	1	0.000960648	20	10	0
4	-78.624309	-1.231972	2014	8	1	1	0.006759259	26	20	0
4	-78.625298	-1.24014	2014	8	6	1	0.00869213	24	11	1
4	-78.625298	-1.24014	2014	10	26	1	0.032361111	21	11	0
4	-78.625298	-1.24014	2014	12	17	1	0.006759259	20	16	1
4	-78.626297	-1.238754	2014	8	8	1	0.003078704	25	10	0
4	-78.626297	-1.238754	2014	9	26	1	0.000844907	26	7	1
4	-78.62393	-1.23561	2014	8	8	1	0.001458333	25	10	0
4	-78.62393	-1.23561	2014	9	17	1	0.004201389	25	15	0
4	-78.623984	-1.240197	2014	8	8	1	0.003159722	25	10	0
4	-78.623984	-1.240197	2014	11	2	1	0.004270833	20	9	6
4	-78.622503	-1.234945	2014	8	12	1	0.007789352	24	9	1
4	-78.621856	-1.236067	2014	8	12	1	0.003958333	24	9	1
4	-78.621856	-1.236067	2014	8	21	1	0.007731481	26	14	0
4	-78.621856	-1.236067	2014	11	29	1	0.008622685	25	10	0
4	-78.621856	-1.236067	2014	12	3	1	0.003460648	26	6	0
4	-78.623015	-1.2385	2014	8	16	1	0.01849537	26	9	0
4	-78.623015	-1.2385	2014	8	23	1	0.031886574	24	14	0
4	-78.625443	-1.237084	2014	8	20	1	0.004097222	23	6	0
4	-78.625443	-1.237084	2014	9	15	1	0.006412037	20	14	6
4	-78.626085	-1.236219	2014	8	23	1	0.003761574	24	14	0
4	-78.620096	-1.234059	2014	9	2	1	0.025405093	26	5	0
4	-78.627791	-1.235638	2014	9	5	1	0.002523148	26	17	0
4	-78.627791	-1.235638	2014	11	21	1	0.003923611	21	17	0
4	-78.62365	-1.238569	2014	9	6	1	0.002465278	24	4	0
4	-78.625007	-1.239863	2014	9	6	1	0.002719907	24	4	0
4	-78.625007	-1.239863	2014	9	24	1	0.003993056	23	10	0
4	-78.625007	-1.239863	2014	10	11	1	0.003055556	20	11	2
4	-78.625007	-1.239863	2014	12	22	1	0.012106481	20	8	0
4	-78.620227	-1.232798	2014	9	8	1	0.002430556	21	8	0
4	-78.62453	-1.240681	2014	9	12	1	0.002638889	23	14	0
4	-78.625618	-1.239674	2014	9	12	1	0.00630787	23	14	0
4	-78.625618	-1.239674	2014	9	20	1	0.003159722	23	14	1
4	-78.625165	-1.238426	2014	9	29	1	0.00212963	25	8	0
4	-78.618927	-1.234063	2014	10	3	1	0.007349537	19	5	0
4	-78.622952	-1.236997	2014	10	6	1	0.019236111	9	7	0
4	-78.624527	-1.233174	2014	10	11	1	0.005810185	20	11	2
4	-78.624527	-1.233174	2014	10	13	1	0.006064815	20	8	0
4	-78.624527	-1.233174	2014	12	21	1	0.005428241	19	6	9
4	-78.625236	-1.239323	2014	10	12	1	0.002141204	28	21	4
4	-78.622156	-1.235526	2014	10	14	1	0.0071875	13	12	0
4	-78.622156	-1.235526	2014	11	25	1	0.020671296	22	13	0
4	-78.622156	-1.235526	2014	11	26	1	0.006759259	20	17	0
4	-78.624738	-1.238009	2014	10	16	1	0.019444444	24	9	0
4	-78.626409	-1.235793	2014	12	9	1	0.00662037	23	15	0
4	-78.626974	-1.234959	2014	10	17	1	0.001944444	25	14	13
4	-78.621085	-1.23735	2014	10	24	1	0.003854167	21	14	0
4	-78.623953	-1.23724	2014	10	24	1	0.004421296	21	14	0
4	-78.623953	-1.23724	2014	12	25	1	0.002083333	13	12	0
4	-78.625953	-1.239198	2014	11	4	1	0.001666667	19	8	12
4	-78.625953	-1.239198	2014	11	14	1	0.0053125	22	15	0
4	-78.625953	-1.239198	2014	11	21	1	0.001597222	21	17	0
4	-78.626126	-1.237027	2014	11	7	1	0.001990741	21	10	2
4	-78.62439	-1.238487	2014	11	7	1	0.006481481	21	10	2
4	-78.626941	-1.237796	2014	11	16	1	0.006759259	22	13	4
4	-78.618835	-1.234201	2014	11	18	1	0.010439815	22	6	1
4	-78.627017	-1.233117	2014	11	19	1	0.001828704	22	12	1
4	-78.624991	-1.235843	2014	11	22	1	0.028622685	20	11	0
4	-78.624991	-1.235843	2014	11	23	1	0.00630787	20	9	0
4	-78.623239	-1.238177	2014	11	22	1	0.015925926	20	11	0
4	-78.624299	-1.236777	2014	11	24	1	0.006203704	23	7	0
4	-78.626631	-1.238267	2014	11	25	1	0.001782407	22	13	0
4	-78.622051	-1.233018	2014	12	1	1	0.004467593	24	8	0
4	-78.625605	-1.233001	2014	12	3	1	0.004201389	26	6	0
4	-78.624043	-1.233742	2014	12	3	1	0.001967593	26	6	0
4	-78.624057	-1.238958	2014	12	13	1	0.001261574	23	13	0
4	-78.626786	-1.236126	2014	12	15	1	0.001666667	25	6	0
4	-78.627248	-1.237341	2014	12	15	1	0.004444444	25	6	0
4	-78.625824	-1.237464	2014	12	22	1	0.008287037	20	8	0
4	-78.625091	-1.240619	2014	12	22	1	0.005277778	20	8	0
4	-78.61927	-1.235835	2014	12	26	1	0.005555556	25	15	0
4	-78.622022	-1.237528	2014	12	28	1	0.006759259	13	12	7
9	-78.618888	-1.233281	2014	6	1	1	0.005590278	19	9	1
9	-78.614457	-1.238788	2014	6	3	1	0.005381944	24	10	0
9	-78.614457	-1.238788	2014	11	22	1	0.022627315	20	11	0
9	-78.6165	-1.2365	2014	6	6	1	0.005393519	19	11	0
9	-78.6165	-1.2365	2014	8	24	1	0.002835648	20	8	0
9	-78.6165	-1.2365	2014	9	6	1	0.005034722	24	4	0
9	-78.616483	-1.236109	2014	6	8	1	0.004884259	18	12	3
9	-78.616483	-1.236109	2014	6	19	1	0.00087963	25	21	0
9	-78.616483	-1.236109	2014	6	21	1	0.001053241	24	8	0
9	-78.616483	-1.236109	2014	6	30	1	0.007199074	19	14	6
9	-78.616483	-1.236109	2014	7	6	1	0.00119213	22	9	0
9	-78.616483	-1.236109	2014	7	7	2	0.004907407	22	16	1
9	-78.616483	-1.236109	2014	7	21	1	0.00837963	25	10	0
9	-78.616483	-1.236109	2014	7	25	1	0.017418981	24	9	0
9	-78.616483	-1.236109	2014	7	26	1	0.014976852	17	5	0
9	-78.616483	-1.236109	2014	8	5	1	0.007025463	20	8	0
9	-78.616483	-1.236109	2014	8	6	1	0.006759259	24	11	1
9	-78.616483	-1.236109	2014	8	11	1	0.006759259	25	9	0
9	-78.616483	-1.236109	2014	8	21	1	0.001099537	26	14	0
9	-78.616483	-1.236109	2014	8	23	1	0.010729167	24	14	0
9	-78.616483	-1.236109	2014	9	7	1	0.001898148	25	17	0
9	-78.616483	-1.236109	2014	9	19	1	0.001273148	12	10	0
9	-78.616483	-1.236109	2014	9	23	1	0.002222222	25	14	1
9	-78.616483	-1.236109	2014	10	18	1	0.019178241	23	12	8
9	-78.616483	-1.236109	2014	10	25	1	0.006759259	23	12	7
9	-78.616483	-1.236109	2014	11	7	1	0.014826389	21	10	2
9	-78.616483	-1.236109	2014	11	24	1	0.002326389	23	7	0
9	-78.616483	-1.236109	2014	12	1	1	0.007476852	24	8	0
9	-78.616483	-1.236109	2014	12	15	1	0.001736111	25	6	0
9	-78.615025	-1.237907	2014	6	13	1	0.003564815	23	10	0
9	-78.615025	-1.237907	2014	8	28	1	0.010300926	24	9	0
9	-78.617955	-1.232365	2014	6	16	1	0.005497685	10	7	0
9	-78.617955	-1.232365	2014	9	15	1	0.004201389	20	14	6
9	-78.617955	-1.232365	2014	10	10	1	0.010752315	22	13	18
9	-78.617955	-1.232365	2014	11	12	1	0.002291667	17	8	0
9	-78.610346	-1.234149	2014	6	17	1	0.007314815	24	16	0
9	-78.610346	-1.234149	2014	8	3	1	0.005671296	24	8	0
9	-78.610346	-1.234149	2014	9	17	1	0.008402778	25	15	0
9	-78.618352	-1.228511	2014	6	17	1	0.006863426	24	16	0
9	-78.618352	-1.228511	2014	7	6	1	0.007696759	22	9	0
9	-78.618352	-1.228511	2014	7	25	1	0.00494213	24	9	0
9	-78.618352	-1.228511	2014	7	28	1	0.013842593	27	7	0
9	-78.618352	-1.228511	2014	8	22	1	0.006759259	24	9	0
9	-78.618352	-1.228511	2014	9	20	1	0.002476852	23	14	1
9	-78.618352	-1.228511	2014	10	15	1	0.004988426	25	9	0
9	-78.618352	-1.228511	2014	10	24	1	0.007743056	21	14	0
9	-78.618352	-1.228511	2014	11	21	1	0.005393519	21	17	0
9	-78.615319	-1.232744	2014	6	20	1	0.006759259	10	7	0
9	-78.615319	-1.232744	2014	6	21	1	0.007592593	24	8	0
9	-78.621069	-1.231905	2014	6	21	1	0.014375	24	8	0
9	-78.621069	-1.231905	2014	7	31	1	0.014479167	26	7	0
9	-78.621069	-1.231905	2014	9	5	1	0.005034722	26	17	0
9	-78.621069	-1.231905	2014	10	12	1	0.002627315	28	21	4
9	-78.621069	-1.231905	2014	12	21	1	0.007037037	19	6	9
9	-78.621094	-1.23161	2014	6	29	1	0.003912037	26	16	0
9	-78.621094	-1.23161	2014	8	6	1	0.002164352	24	11	1
9	-78.621094	-1.23161	2014	8	28	1	0.003611111	24	9	0
9	-78.621094	-1.23161	2014	8	31	1	0.015150463	26	9	0
9	-78.613291	-1.23846	2014	6	30	1	0.013333333	19	14	6
9	-78.611431	-1.236771	2014	7	2	1	0.005763889	24	15	0
9	-78.611431	-1.236771	2014	10	20	1	0.006539352	20	16	0
9	-78.61256	-1.236186	2014	7	2	1	0.004895833	24	15	0
9	-78.618297	-1.232442	2014	7	3	1	0.001481481	25	7	0
9	-78.622637	-1.227283	2014	7	3	1	0.013344907	25	7	0
9	-78.613807	-1.233354	2014	7	4	2	0.004230324	23	15	0
9	-78.618789	-1.229375	2014	7	4	1	0.006759259	23	15	0
9	-78.616642	-1.226788	2014	7	4	1	0.006759259	23	15	0
9	-78.611276	-1.235669	2014	7	6	1	0.005324074	22	9	0
9	-78.616263	-1.235509	2014	7	7	1	0.002106481	22	16	1
9	-78.616254	-1.236693	2014	7	7	1	0.005381944	22	16	1
9	-78.616254	-1.236693	2014	11	24	1	0.013391204	23	7	0
9	-78.612183	-1.236194	2014	7	9	1	0.001134259	27	19	0
9	-78.61663	-1.226795	2014	7	19	1	0.001527778	26	18	0
9	-78.61663	-1.226795	2014	10	10	1	0.01443287	22	13	18
9	-78.61663	-1.226795	2014	10	31	1	0.002164352	20	9	5
9	-78.624683	-1.228616	2014	7	21	1	0.003217593	25	10	0
9	-78.610198	-1.233951	2014	7	22	1	0.0090625	27	20	0
9	-78.614787	-1.237424	2014	7	23	1	0.004050926	26	6	0
9	-78.614787	-1.237424	2014	8	16	1	0.007743056	26	9	0
9	-78.614787	-1.237424	2014	12	20	1	0.012002315	23	15	0
9	-78.622023	-1.232117	2014	8	2	1	0.008344907	24	8	0
9	-78.622023	-1.232117	2014	10	7	1	0.007569444	23	14	0
9	-78.614566	-1.232157	2014	8	5	1	0.010451389	20	8	0
9	-78.614566	-1.232157	2014	10	20	1	0.003518519	20	16	0
9	-78.61611	-1.235899	2014	8	7	1	0.0159375	25	7	0
9	-78.61611	-1.235899	2014	12	19	1	0.007048611	23	10	4
9	-78.613914	-1.238439	2014	8	8	1	0.002291667	25	10	0
9	-78.61106	-1.232803	2014	8	8	1	0.009606481	25	10	0
9	-78.614563	-1.236969	2014	8	13	2	0.004016204	24	9	0
9	-78.617318	-1.234057	2014	8	23	1	0.003055556	24	14	0
9	-78.617318	-1.234057	2014	10	29	1	0.009016204	21	12	0
9	-78.613272	-1.238345	2014	8	25	1	0.002685185	17	10	0
9	-78.613272	-1.238345	2014	12	19	1	0.006284722	23	10	4
9	-78.616686	-1.233641	2014	8	25	1	0.006087963	17	10	0
9	-78.616383	-1.234107	2014	8	29	1	0.000891204	20	8	0
9	-78.618641	-1.231077	2014	8	31	1	0.017708333	26	9	0
9	-78.618641	-1.231077	2014	9	29	1	0.002013889	25	8	0
9	-78.621641	-1.231908	2014	9	1	1	0.009178241	25	6	0
9	-78.626638	-1.229721	2014	9	3	1	0.005555556	21	8	0
9	-78.626638	-1.229721	2014	9	18	1	0.003275463	20	6	0
9	-78.626638	-1.229721	2014	12	5	1	0.024861111	20	10	0
9	-78.612563	-1.2405	2014	9	5	1	0.001087963	26	17	0
9	-78.613395	-1.238346	2014	9	8	1	0.002361111	21	8	0
9	-78.613124	-1.239567	2014	9	11	1	0.00525463	22	11	0
9	-78.613731	-1.238055	2014	9	12	1	0.002233796	23	14	0
9	-78.613731	-1.238055	2014	10	11	1	0.00337963	20	11	2
9	-78.613731	-1.238055	2014	12	1	1	0.006759259	24	8	0
9	-78.613796	-1.23759	2014	9	14	1	0.012314815	22	11	1
9	-78.610422	-1.233104	2014	9	16	1	0.005775463	23	11	0
9	-78.614852	-1.232438	2014	9	18	1	0.0015625	20	6	0
9	-78.622117	-1.227099	2014	9	19	1	0.000833333	12	10	0
9	-78.620285	-1.229118	2014	9	19	1	0.01212963	12	10	0
9	-78.616492	-1.237181	2014	9	21	1	0.000787037	22	11	0
9	-78.617511	-1.230992	2014	9	21	1	0.006493056	22	11	0
9	-78.623113	-1.231782	2014	9	26	1	0.003599537	26	7	1
9	-78.623113	-1.231782	2014	11	11	1	0.0040625	16	10	29
9	-78.623113	-1.231782	2014	11	23	1	0.003136574	20	9	0
9	-78.623113	-1.231782	2014	12	15	1	0.006759259	25	6	0
9	-78.611563	-1.238782	2014	10	4	1	0.009201389	25	8	0
9	-78.619149	-1.230032	2014	10	4	1	0.010243056	25	8	0
9	-78.625124	-1.232751	2014	10	6	1	0.003576389	9	7	0
9	-78.620814	-1.231445	2014	10	8	1	0.00369213	16	9	0
9	-78.613126	-1.230098	2014	10	14	1	0.00193287	13	12	0
9	-78.622874	-1.232602	2014	10	18	1	0.001377315	23	12	8
9	-78.623572	-1.230666	2014	11	3	1	0.004293981	20	10	7
9	-78.613524	-1.236813	2014	11	20	1	0.009027778	22	12	0
9	-78.612899	-1.237795	2014	11	21	1	0.001805556	21	17	0
9	-78.613418	-1.234048	2014	11	30	1	0.004513889	25	12	0
9	-78.622854	-1.227474	2014	12	8	1	0.006759259	25	8	0
9	-78.61817	-1.226891	2014	12	12	1	0.017916667	23	13	0
9	-78.610863	-1.232432	2014	12	13	1	0.004606481	23	13	0
9	-78.619616	-1.231044	2014	12	15	1	0.018090278	25	6	0
9	-78.619141	-1.226808	2014	12	28	1	0.006759259	13	12	7
9	-78.61802	-1.234937	2014	12	30	1	0.004467593	21	10	2
9	-78.61858	-1.232516	2014	12	30	1	0.004710648	21	10	2
7	-78.597815	-1.226309	2014	6	1	1	0.009652778	19	9	1
7	-78.597815	-1.226309	2014	6	25	1	0.011319444	22	11	2
7	-78.597815	-1.226309	2014	7	30	1	0.007418981	22	19	0
7	-78.597815	-1.226309	2014	8	4	1	0.00556713	23	9	0
7	-78.597815	-1.226309	2014	8	5	2	0.007239583	20	8	0
7	-78.608058	-1.248375	2014	6	4	1	0.000729167	24	14	0
7	-78.608058	-1.248375	2014	12	13	1	0.007766204	23	13	0
7	-78.599558	-1.227868	2014	6	6	1	0.006759259	19	11	0
7	-78.608835	-1.228335	2014	6	15	1	0.021469907	25	21	0
7	-78.597615	-1.226354	2014	6	16	1	0.006759259	10	7	0
7	-78.608017	-1.229234	2014	6	19	1	0.013946759	25	21	0
7	-78.601154	-1.234167	2014	6	20	1	0.0115625	10	7	0
7	-78.596982	-1.230557	2014	6	27	1	0.006076389	24	15	0
7	-78.60969	-1.230216	2014	6	28	1	0.001539352	25	9	0
7	-78.60969	-1.230216	2014	9	1	1	0.00712963	25	6	0
7	-78.60969	-1.230216	2014	12	21	1	0.006759259	19	6	9
